node1	node2	node1_OG	node2_OG	combined_score
A0A1L8EJU1	Rpl7a.S	12893	12538	0.997
A0A1L8EJU1	rps20	12893	12097	0.997
A0A1L8EJU1	rps13	12893	12120	0.997
A0A1L8EJU1	rps3a-2	12893	12881	0.997
A0A1L8EJX0	A0A1L8EJU1	13839	12893	0.996
A0A1L8EJX0	A0A1L8G3I3	13839	14203	0.612
A0A1L8EJX0	A0A1L8GH49	13839	14325	0.650
A0A1L8EJX0	Csnk1d.S	13839	14325	0.650
A0A1L8EJX0	csnk1e	13839	14325	0.650
A0A1L8EJX0	A0A1L8H816	13839	10698	0.761
A0A1L8EJX0	mrps15	13839	10698	0.761
A0A1L8EJX0	A0A1L8G435	13839	13169	0.787
A0A1L8EJX0	eif5a	13839	13169	0.787
A0A1L8EJX0	eef2.1	13839	14135	0.863
A0A1L8EJX0	A0A1L8I2U3	13839	14135	0.863
A0A1L8EJX0	A0A1L8HMU9	13839	14135	0.863
A0A1L8EJX0	A0A1L8HS12	13839	14135	0.863
A0A1L8EJX0	abce1	13839	13967	0.891
A0A1L8EJX0	abce1-2	13839	13967	0.891
A0A1L8EJX0	A0A1L8HHN1	13839	12477	0.906
A0A1L8EJX0	eif3e	13839	11316	0.914
A0A1L8EJX0	utp11	13839	11094	0.937
A0A1L8EJX0	rack1-2	13839	14102	0.943
A0A1L8EJX0	MGC80700	13839	12945	0.983
A0A1L8EJX0	A0A1L8FFL0	13839	12945	0.983
A0A1L8EJX0	rpl21	13839	12945	0.983
A0A1L8EJX0	A0A1L8FTA2	13839	13095	0.986
A0A1L8EJX0	Rpl18a.S	13839	12475	0.988
A0A1L8EJX0	A0A1L8GYF6	13839	12475	0.988
A0A1L8EJX0	rpl15-2	13839	12792	0.989
A0A1L8EJX0	rpl15	13839	12792	0.989
A0A1L8EJX0	rpl12	13839	13480	0.989
A0A1L8EJX0	rpl8	13839	13621	0.990
A0A1L8EJX0	rpl4	13839	12787	0.990
A0A1L8EJX0	rpl4-2	13839	12787	0.990
A0A1L8EJX0	Rpl9.L	13839	12796	0.990
A0A1L8EJX0	A0A1L8HF43	13839	13621	0.990
A0A1L8EJX0	A0A1L8HL68	13839	12796	0.990
A0A1L8EJX0	rps14	13839	12688	0.991
A0A1L8EJX0	A0A1L8G5I7	13839	12688	0.991
A0A1L8EJX0	rpl17-2	13839	13096	0.991
A0A1L8EJX0	Rpl18.S	13839	12587	0.991
A0A1L8EJX0	Rpl18.L	13839	12587	0.991
A0A1L8EJX0	rpl17	13839	13096	0.991
A0A1L8EJX0	A0A1L8GHL2	13839	12682	0.992
A0A1L8EJX0	rplp0-2	13839	12888	0.994
A0A1L8EJX0	rplp0	13839	12888	0.994
A0A1L8EJX0	rps20	13839	12097	0.996
A0A1L8EJX0	rps13-2	13839	12120	0.996
A0A1L8EJX0	rpsa	13839	12951	0.996
A0A1L8EJX0	rps3a-2	13839	12881	0.996
A0A1L8EJX0	rps13	13839	12120	0.996
A0A1L8EJX0	rps3a	13839	12881	0.996
A0A1L8EJX0	A0A1L8GBF9	13839	12479	0.996
A0A1L8EJX0	MGC82136	13839	12097	0.996
A0A1L8EJX0	rpsa-2	13839	12951	0.996
A0A1L8EJX0	rps18	13839	12893	0.996
A0A1L8EJX0	Rpl7a.S	13839	12538	0.997
A0A1L8EL89	arsb	14264	14264	0.450
A0A1L8EL89	arsj-2	14264	14264	0.454
A0A1L8EL89	arsj	14264	14264	0.454
A0A1L8EL89	arsi	14264	14264	0.456
A0A1L8ELU3	MGC78893	14326	14328	0.419
A0A1L8ELU3	akt2	14326	14328	0.419
A0A1L8ELU3	akt1	14326	14328	0.464
A0A1L8ELU3	A0A1L8FA58	14326	14328	0.465
A0A1L8ELU3	Bcar1.L	14326	12813	0.597
A0A1L8ELU3	bcar1	14326	12813	0.597
A0A1L8ELV0	akt2	14326	14328	0.419
A0A1L8ELV0	MGC78893	14326	14328	0.419
A0A1L8ELV0	A0A1L8FA58	14326	14328	0.466
A0A1L8ELV0	akt1	14326	14328	0.466
A0A1L8ELV0	Bcar1.L	14326	12813	0.597
A0A1L8ELV0	bcar1	14326	12813	0.597
A0A1L8ELV2	akt2	14326	14328	0.419
A0A1L8ELV2	MGC78893	14326	14328	0.419
A0A1L8ELV2	akt1	14326	14328	0.419
A0A1L8ELV2	A0A1L8FA58	14326	14328	0.419
A0A1L8ELV2	bcar1	14326	12813	0.597
A0A1L8ELV2	Bcar1.L	14326	12813	0.597
A0A1L8ENZ4	pfn2	14108	13571	0.499
A0A1L8ENZ4	A0A1L8G4B9	14108	13571	0.499
A0A1L8ENZ4	rhogl.1	14108	14315	0.558
A0A1L8ENZ4	rhogl.1-2	14108	14315	0.558
A0A1L8EPX4	acsl3	13363	14297	0.401
A0A1L8EPX4	Tigar.S	13363	10095	0.408
A0A1L8EPX4	rps3a-2	13363	12881	0.439
A0A1L8EPX4	rps3a	13363	12881	0.439
A0A1L8EPX4	acadl	13363	14277	0.486
A0A1L8EQI7	uba3	13820	12158	0.726
A0A1L8EQI7	uba3-2	13820	12158	0.726
A0A1L8EQI7	rbx1	13820	13590	0.851
A0A1L8ER09	rhogl.1	12869	14315	0.538
A0A1L8ER09	rhogl.1-2	12869	14315	0.538
A0A1L8ET48	MGC78893	14326	14328	0.419
A0A1L8ET48	akt1	14326	14328	0.419
A0A1L8ET48	A0A1L8FA58	14326	14328	0.419
A0A1L8ET48	akt2	14326	14328	0.419
A0A1L8ET48	bcar1	14326	12813	0.597
A0A1L8ET48	Bcar1.L	14326	12813	0.597
A0A1L8ETI9	Pskh1.S	13350	14325	0.518
A0A1L8EX39	ran-2	10897	14315	0.453
A0A1L8EX39	A0A1L8GUY4	10897	14315	0.463
A0A1L8EX39	rab24	10897	14315	0.463
A0A1L8EX39	kpna3	10897	13991	0.553
A0A1L8EX39	Imp_alpha_4	10897	13991	0.553
A0A1L8EX39	kpna4	10897	13991	0.553
A0A1L8EX39	A0A1L8GA53	10897	13991	0.553
A0A1L8EX39	A0A1L8FUW3	10897	10897	0.600
A0A1L8EYQ3	A0A1L8FG56	13626	14328	0.967
A0A1L8EYQ3	A0A310U4I1	13626	14328	0.967
A0A1L8EYQ3	prkcz	13626	14328	0.976
A0A1L8EYQ3	Prkci.L	13626	14328	0.992
A0A1L8F093	rhogl.1	12858	14315	0.417
A0A1L8F093	rhogl.1-2	12858	14315	0.417
A0A1L8F1S1	Itgav.L	13930	14101	0.738
A0A1L8F1S1	Tagln.L	13930	14011	0.402
A0A1L8F1S1	tagln	13930	14011	0.402
A0A1L8F1S1	Cttn.S	13930	8456	0.405
A0A1L8F1S1	ube2l3	13930	14294	0.445
A0A1L8F1S1	CNN2	13930	14011	0.584
A0A1L8F1S1	MGC80982	13930	14011	0.584
A0A1L8F1S1	pfn1	13930	13571	0.619
A0A1L8F1S1	pfn2	13930	13571	0.621
A0A1L8F1S1	A0A1L8G4B9	13930	13571	0.625
A0A1L8F1S1	Itga5.L	13930	14101	0.738
A0A1L8F1S1	itga5	13930	14101	0.738
A0A1L8F1S1	itga8-2	13930	14101	0.772
A0A1L8F1S1	itga8	13930	14101	0.772
A0A1L8F1S1	Itgb1.L	13930	13910	0.860
A0A1L8F1S1	itgb1	13930	13910	0.860
A0A1L8F2K3	rhogl.1	13798	14315	0.498
A0A1L8F2K3	rhogl.1-2	13798	14315	0.498
A0A1L8F2S5	naxe	12789	12412	0.409
A0A1L8F383	Cass4.L	13580	12813	0.424
A0A1L8F383	actr3-b	13580	14272	0.555
A0A1L8F383	A0A1L8G4B9	13580	13571	0.400
A0A1L8F383	MGC80982	13580	14011	0.413
A0A1L8F383	CNN2	13580	14011	0.413
A0A1L8F383	Bcar1.L	13580	12813	0.424
A0A1L8F383	bcar1	13580	12813	0.424
A0A1L8F383	tagln	13580	14011	0.471
A0A1L8F383	Tagln.L	13580	14011	0.471
A0A1L8F383	actr3-a	13580	14272	0.555
A0A1L8F3V0	ppp1r14a	12848	12848	0.900
A0A1L8FA58	Jup.S	14328	13213	0.547
A0A1L8FA58	A0A1L8ELU3	14328	14326	0.465
A0A1L8FA58	A0A1L8ELV0	14328	14326	0.466
A0A1L8FA58	A0A1L8ELV2	14328	14326	0.419
A0A1L8FA58	A0A1L8ET48	14328	14326	0.419
A0A1L8FA58	rhogl.1	14328	14315	0.459
A0A1L8FA58	rhogl.1-2	14328	14315	0.459
A0A1L8FA58	frk	14328	14326	0.420
A0A1L8FA58	frk-2	14328	14326	0.421
A0A1L8FA58	jup	14328	13213	0.547
A0A1L8FA58	trib2	14328	14328	0.662
A0A1L8FA58	trib1	14328	14328	0.662
A0A1L8FA58	Xtrbl	14328	14328	0.662
A0A1L8FA58	A0A1L8FZZ0	14328	14328	0.662
A0A1L8FDD6	Jup.S	12433	13213	0.429
A0A1L8FDD6	Uba1.S	12433	13799	0.444
A0A1L8FDD6	Psmc6.S	12433	14298	0.989
A0A1L8FDD6	Psmd8.S	12433	12302	0.993
A0A1L8FDD6	Psmd8.L	12433	12302	0.993
A0A1L8FDD6	psmc6	12433	14298	0.989
A0A1L8FDD6	A0A1L8FTN8	12433	13817	0.401
A0A1L8FDD6	A0A1L8HFR2	12433	13817	0.401
A0A1L8FDD6	A0A310U7C2	12433	13817	0.401
A0A1L8FDD6	A0A310UDZ1	12433	13817	0.401
A0A1L8FDD6	odc1	12433	13817	0.401
A0A1L8FDD6	Azin1.L	12433	13817	0.401
A0A1L8FDD6	Azin2.S	12433	13817	0.401
A0A1L8FDD6	odc1-2	12433	13817	0.401
A0A1L8FDD6	jup	12433	13213	0.429
A0A1L8FDD6	ctsb	12433	14266	0.432
A0A1L8FDD6	ctsb-2	12433	14266	0.432
A0A1L8FDD6	A0A1L8GT60	12433	12609	0.447
A0A1L8FDD6	A0A1L8H042	12433	12609	0.447
A0A1L8FDD6	Ddi2.L	12433	11032	0.520
A0A1L8FDD6	A0A1L8FV29	12433	10971	0.576
A0A1L8FDD6	pomp	12433	10971	0.576
A0A1L8FDD6	psmf1	12433	11003	0.630
A0A1L8FDD6	ube2s	12433	14294	0.651
A0A1L8FDD6	ube2s-2	12433	14294	0.651
A0A1L8FDD6	rbx1	12433	13590	0.693
A0A1L8FDD6	psmb5	12433	14254	0.971
A0A1L8FDD6	psmb5-2	12433	14254	0.971
A0A1L8FDD6	psmb2	12433	14254	0.986
A0A1L8FDD6	Psmb2.S	12433	14254	0.986
A0A1L8FDD6	psma6	12433	14254	0.988
A0A1L8FDD6	A0A1L8G3T0	12433	11621	0.996
A0A1L8FDD6	Psmd13.S	12433	11424	0.999
A0A1L8FDR5	Jup.S	12806	13213	0.774
A0A1L8FDR5	jup	12806	13213	0.774
A0A1L8FDR5	A0A1L8H5Z7	12806	14293	0.980
A0A1L8FDR5	nlk	12806	14293	0.980
A0A1L8FFL0	A0A1L8EJU1	12945	12893	0.976
A0A1L8FFL0	A0A1L8EJX0	12945	13839	0.983
A0A1L8FFL0	Rpl7a.S	12945	12538	0.997
A0A1L8FFL0	Abcf2.L	12945	13967	0.487
A0A1L8FFL0	A0A1L8G3I3	12945	14203	0.575
A0A1L8FFL0	wdr18	12945	10711	0.640
A0A1L8FFL0	abce1-2	12945	13967	0.687
A0A1L8FFL0	abce1	12945	13967	0.687
A0A1L8FFL0	A0A1L8HS12	12945	14135	0.830
A0A1L8FFL0	A0A1L8HMU9	12945	14135	0.830
A0A1L8FFL0	eef2.1	12945	14135	0.830
A0A1L8FFL0	A0A1L8I2U3	12945	14135	0.830
A0A1L8FFL0	A0A1L8HHN1	12945	12477	0.884
A0A1L8FFL0	rack1-2	12945	14102	0.916
A0A1L8FFL0	mrps15	12945	10698	0.934
A0A1L8FFL0	A0A1L8H816	12945	10698	0.934
A0A1L8FFL0	eif5a	12945	13169	0.948
A0A1L8FFL0	A0A1L8G435	12945	13169	0.948
A0A1L8FFL0	A0A1L8G5I7	12945	12688	0.963
A0A1L8FFL0	rps14	12945	12688	0.963
A0A1L8FFL0	rps18	12945	12893	0.976
A0A1L8FFL0	rpsa-2	12945	12951	0.977
A0A1L8FFL0	A0A1L8GBF9	12945	12479	0.977
A0A1L8FFL0	rpsa	12945	12951	0.977
A0A1L8FFL0	rps13	12945	12120	0.977
A0A1L8FFL0	rps13-2	12945	12120	0.977
A0A1L8FFL0	MGC82136	12945	12097	0.978
A0A1L8FFL0	rps20	12945	12097	0.978
A0A1L8FFL0	rps3a	12945	12881	0.980
A0A1L8FFL0	A0A1L8FTA2	12945	13095	0.980
A0A1L8FFL0	rps3a-2	12945	12881	0.980
A0A1L8FFL0	A0A310U0K2	12945	13839	0.983
A0A1L8FFL0	rpl4-2	12945	12787	0.984
A0A1L8FFL0	rpl4	12945	12787	0.984
A0A1L8FFL0	rpl12	12945	13480	0.986
A0A1L8FFL0	A0A1L8GYF6	12945	12475	0.986
A0A1L8FFL0	Rpl18a.S	12945	12475	0.986
A0A1L8FFL0	Rpl18.S	12945	12587	0.987
A0A1L8FFL0	Rpl18.L	12945	12587	0.987
A0A1L8FFL0	rplp0	12945	12888	0.987
A0A1L8FFL0	rplp0-2	12945	12888	0.987
A0A1L8FFL0	rpl17	12945	13096	0.988
A0A1L8FFL0	rpl17-2	12945	13096	0.988
A0A1L8FFL0	A0A1L8HF43	12945	13621	0.988
A0A1L8FFL0	rpl15	12945	12792	0.988
A0A1L8FFL0	rpl8	12945	13621	0.988
A0A1L8FFL0	rpl15-2	12945	12792	0.988
A0A1L8FFL0	A0A1L8HL68	12945	12796	0.989
A0A1L8FFL0	Rpl9.L	12945	12796	0.989
A0A1L8FFL0	A0A1L8GHL2	12945	12682	0.990
A0A1L8FG56	Llgl1.S	14328	13626	0.967
A0A1L8FG56	A0A1L8EYQ3	14328	13626	0.967
A0A1L8FG56	rhogl.1	14328	14315	0.407
A0A1L8FG56	rhogl.1-2	14328	14315	0.407
A0A1L8FHE3	ccndx	14197	14197	0.900
A0A1L8FHE3	ccnd1	14197	14197	0.902
A0A1L8FKC4	ahcy	13356	13658	0.642
A0A1L8FKC4	ahcy-2	13356	13658	0.642
A0A1L8FQF4	wnt4	14215	14215	0.457
A0A1L8FQF4	wnt4-2	14215	14215	0.457
A0A1L8FSU2	rhogl.1	14323	14315	0.441
A0A1L8FSU2	rhogl.1-2	14323	14315	0.441
A0A1L8FSU2	Tagln.L	14323	14011	0.527
A0A1L8FSU2	itgb1	14323	13910	0.414
A0A1L8FSU2	Itgb1.L	14323	13910	0.414
A0A1L8FSU2	tagln	14323	14011	0.527
A0A1L8FTA2	A0A1L8EJU1	13095	12893	0.983
A0A1L8FTA2	A0A1L8EJX0	13095	13839	0.986
A0A1L8FTA2	Rpl7a.S	13095	12538	0.999
A0A1L8FTA2	A0A1L8FFL0	13095	12945	0.980
A0A1L8FTA2	Rpl18.L	13095	12587	0.991
A0A1L8FTA2	Rpl18.S	13095	12587	0.998
A0A1L8FTA2	Abcf2.L	13095	13967	0.672
A0A1L8FTA2	rpl15	13095	12792	0.998
A0A1L8FTA2	nsep1	13095	12909	0.440
A0A1L8FTA2	eif3e	13095	11316	0.458
A0A1L8FTA2	ak2	13095	14119	0.468
A0A1L8FTA2	AK2	13095	14119	0.468
A0A1L8FTA2	utp11	13095	11094	0.505
A0A1L8FTA2	A0A1L8G3I3	13095	14203	0.701
A0A1L8FTA2	abce1	13095	13967	0.704
A0A1L8FTA2	abce1-2	13095	13967	0.704
A0A1L8FTA2	Ddx56.L	13095	14303	0.745
A0A1L8FTA2	ddx56	13095	14303	0.745
A0A1L8FTA2	wdr18	13095	10711	0.829
A0A1L8FTA2	A0A1L8HS12	13095	14135	0.884
A0A1L8FTA2	A0A1L8I2U3	13095	14135	0.884
A0A1L8FTA2	A0A1L8HMU9	13095	14135	0.884
A0A1L8FTA2	A0A1L8HHN1	13095	12477	0.891
A0A1L8FTA2	A0A1L8H816	13095	10698	0.906
A0A1L8FTA2	mrps15	13095	10698	0.906
A0A1L8FTA2	A0A1L8G435	13095	13169	0.934
A0A1L8FTA2	A0A1L8G5I7	13095	12688	0.965
A0A1L8FTA2	eef2.1	13095	14135	0.975
A0A1L8FTA2	A0A1L8GBF9	13095	12479	0.976
A0A1L8FTA2	rps13-2	13095	12120	0.979
A0A1L8FTA2	rpl21	13095	12945	0.980
A0A1L8FTA2	MGC82136	13095	12097	0.982
A0A1L8FTA2	rps3a-2	13095	12881	0.982
A0A1L8FTA2	rpsa	13095	12951	0.982
A0A1L8FTA2	rack1-2	13095	14102	0.983
A0A1L8FTA2	eif5a	13095	13169	0.986
A0A1L8FTA2	A0A310U0K2	13095	13839	0.986
A0A1L8FTA2	rpl12	13095	13480	0.989
A0A1L8FTA2	A0A1L8GYF6	13095	12475	0.991
A0A1L8FTA2	rps14	13095	12688	0.992
A0A1L8FTA2	rpl15-2	13095	12792	0.993
A0A1L8FTA2	rplp0	13095	12888	0.994
A0A1L8FTA2	rpl17-2	13095	13096	0.994
A0A1L8FTA2	A0A1L8HL68	13095	12796	0.994
A0A1L8FTA2	rplp0-2	13095	12888	0.994
A0A1L8FTA2	rpl4	13095	12787	0.994
A0A1L8FTA2	rps13	13095	12120	0.995
A0A1L8FTA2	MGC80700	13095	12945	0.995
A0A1L8FTA2	rps3a	13095	12881	0.996
A0A1L8FTA2	rpsa-2	13095	12951	0.996
A0A1L8FTA2	rps18	13095	12893	0.996
A0A1L8FTA2	rps20	13095	12097	0.996
A0A1L8FTA2	rpl4-2	13095	12787	0.998
A0A1L8FTA2	A0A1L8HF43	13095	13621	0.998
A0A1L8FTA2	Rpl9.L	13095	12796	0.998
A0A1L8FTA2	rpl17	13095	13096	0.998
A0A1L8FTA2	Rpl18a.S	13095	12475	0.998
A0A1L8FTA2	rpl8	13095	13621	0.998
A0A1L8FTA2	A0A1L8GHL2	13095	12682	0.998
A0A1L8FTN8	Psmc6.S	13817	14298	0.434
A0A1L8FTN8	Psmd8.S	13817	12302	0.409
A0A1L8FTN8	Psmd8.L	13817	12302	0.409
A0A1L8FTN8	psmc6	13817	14298	0.434
A0A1L8FTN8	A0A1L8FDD6	13817	12433	0.401
A0A1L8FTN8	psmb2	13817	14254	0.461
A0A1L8FTN8	Psmb2.S	13817	14254	0.461
A0A1L8FTN8	Psmd13.S	13817	11424	0.490
A0A1L8FTN8	Azin2.S	13817	13817	0.498
A0A1L8FTN8	odc1-2	13817	13817	0.501
A0A1L8FTN8	odc1	13817	13817	0.501
A0A1L8FTN8	A0A1L8HFR2	13817	13817	0.517
A0A1L8FTN8	A0A1L8H042	13817	12609	0.848
A0A1L8FTN8	A0A1L8GT60	13817	12609	0.848
A0A1L8FUW3	A0A1L8EX39	10897	10897	0.600
A0A1L8FV29	Psmc6.S	10971	14298	0.474
A0A1L8FV29	Psmd8.S	10971	12302	0.442
A0A1L8FV29	Psmd8.L	10971	12302	0.442
A0A1L8FV29	psmc6	10971	14298	0.474
A0A1L8FV29	A0A1L8FDD6	10971	12433	0.576
A0A1L8FV29	rbx1	10971	13590	0.427
A0A1L8FV29	Psmd13.S	10971	11424	0.480
A0A1L8FV29	pomp	10971	10971	0.900
A0A1L8FV29	psmb5	10971	14254	0.933
A0A1L8FV29	psmb5-2	10971	14254	0.933
A0A1L8FV29	Psmb2.S	10971	14254	0.958
A0A1L8FV29	psmb2	10971	14254	0.958
A0A1L8FV29	psma6	10971	14254	0.967
A0A1L8FZZ0	akt1	14328	14328	0.662
A0A1L8FZZ0	MGC78893	14328	14328	0.662
A0A1L8FZZ0	akt2	14328	14328	0.662
A0A1L8FZZ0	A0A1L8FA58	14328	14328	0.662
A0A1L8G0J6	wdr18	14250	10711	0.436
A0A1L8G138	rhogl.1	12858	14315	0.417
A0A1L8G138	rhogl.1-2	12858	14315	0.417
A0A1L8G3I3	A0A1L8EJU1	14203	12893	0.697
A0A1L8G3I3	A0A1L8EJX0	14203	13839	0.612
A0A1L8G3I3	Rpl7a.S	14203	12538	0.742
A0A1L8G3I3	A0A1L8FFL0	14203	12945	0.575
A0A1L8G3I3	Rpl18.L	14203	12587	0.680
A0A1L8G3I3	Rpl18.S	14203	12587	0.680
A0A1L8G3I3	rpl15	14203	12792	0.641
A0A1L8G3I3	A0A1L8FTA2	14203	13095	0.701
A0A1L8G3I3	rps20	14203	12097	0.766
A0A1L8G3I3	mrps15	14203	10698	0.446
A0A1L8G3I3	A0A1L8H816	14203	10698	0.446
A0A1L8G3I3	cars	14203	13445	0.478
A0A1L8G3I3	A0A1L8G5I7	14203	12688	0.521
A0A1L8G3I3	rps14	14203	12688	0.521
A0A1L8G3I3	rpl21	14203	12945	0.575
A0A1L8G3I3	rps13-2	14203	12120	0.575
A0A1L8G3I3	MGC80700	14203	12945	0.575
A0A1L8G3I3	rps13	14203	12120	0.575
A0A1L8G3I3	rpl12	14203	13480	0.591
A0A1L8G3I3	rpl17-2	14203	13096	0.596
A0A1L8G3I3	rpl17	14203	13096	0.596
A0A1L8G3I3	A0A1L8GBF9	14203	12479	0.605
A0A1L8G3I3	A0A310U0K2	14203	13839	0.612
A0A1L8G3I3	A0A1L8HS12	14203	14135	0.624
A0A1L8G3I3	A0A1L8HMU9	14203	14135	0.624
A0A1L8G3I3	A0A1L8I2U3	14203	14135	0.624
A0A1L8G3I3	eef2.1	14203	14135	0.624
A0A1L8G3I3	rack1-2	14203	14102	0.632
A0A1L8G3I3	A0A1L8HHN1	14203	12477	0.636
A0A1L8G3I3	rpl15-2	14203	12792	0.641
A0A1L8G3I3	A0A1L8HF43	14203	13621	0.645
A0A1L8G3I3	rpl8	14203	13621	0.645
A0A1L8G3I3	Rpl9.L	14203	12796	0.654
A0A1L8G3I3	A0A1L8HL68	14203	12796	0.654
A0A1L8G3I3	A0A1L8GHL2	14203	12682	0.659
A0A1L8G3I3	eif5a	14203	13169	0.684
A0A1L8G3I3	A0A1L8G435	14203	13169	0.684
A0A1L8G3I3	rps18	14203	12893	0.697
A0A1L8G3I3	A0A1L8GYF6	14203	12475	0.722
A0A1L8G3I3	Rpl18a.S	14203	12475	0.722
A0A1L8G3I3	rplp0	14203	12888	0.740
A0A1L8G3I3	rplp0-2	14203	12888	0.740
A0A1L8G3I3	rpsa-2	14203	12951	0.752
A0A1L8G3I3	rpsa	14203	12951	0.752
A0A1L8G3I3	MGC82136	14203	12097	0.766
A0A1L8G3I3	rpl4-2	14203	12787	0.796
A0A1L8G3I3	rpl4	14203	12787	0.796
A0A1L8G3I3	rps3a	14203	12881	0.813
A0A1L8G3I3	rps3a-2	14203	12881	0.813
A0A1L8G3J8	abcc5	14316	14316	0.900
A0A1L8G3J8	A0A1L8HGV6	14316	14316	0.902
A0A1L8G3T0	Jup.S	11621	13213	0.448
A0A1L8G3T0	Psmc6.S	11621	14298	0.996
A0A1L8G3T0	Psmd8.S	11621	12302	0.992
A0A1L8G3T0	spred3	11621	12612	0.420
A0A1L8G3T0	Psmd8.L	11621	12302	0.992
A0A1L8G3T0	spred3-2	11621	12612	0.420
A0A1L8G3T0	psmc6	11621	14298	0.996
A0A1L8G3T0	A0A1L8FDD6	11621	12433	0.996
A0A1L8G3T0	ube2s	11621	14294	0.726
A0A1L8G3T0	ube2s-2	11621	14294	0.726
A0A1L8G3T0	Ppp4r1.S	11621	11511	0.403
A0A1L8G3T0	ppp4r1	11621	11511	0.403
A0A1L8G3T0	rps20	11621	12097	0.427
A0A1L8G3T0	rack1-2	11621	14102	0.402
A0A1L8G3T0	MGC82136	11621	12097	0.427
A0A1L8G3T0	jup	11621	13213	0.448
A0A1L8G3T0	rpsa	11621	12951	0.464
A0A1L8G3T0	rpsa-2	11621	12951	0.464
A0A1L8G3T0	A0A1L8H816	11621	10698	0.585
A0A1L8G3T0	mrps15	11621	10698	0.585
A0A1L8G3T0	rps13	11621	12120	0.661
A0A1L8G3T0	rps13-2	11621	12120	0.661
A0A1L8G3T0	psmf1	11621	11003	0.735
A0A1L8G3T0	psmb5-2	11621	14254	0.984
A0A1L8G3T0	psmb5	11621	14254	0.984
A0A1L8G3T0	psma6	11621	14254	0.994
A0A1L8G3T0	psmb2	11621	14254	0.995
A0A1L8G3T0	Psmb2.S	11621	14254	0.995
A0A1L8G3T0	Psmd13.S	11621	11424	0.998
A0A1L8G435	A0A1L8EJU1	13169	12893	0.992
A0A1L8G435	A0A1L8EJX0	13169	13839	0.787
A0A1L8G435	Rpl7a.S	13169	12538	0.979
A0A1L8G435	A0A1L8FFL0	13169	12945	0.948
