node1	node2	node1_OG	node2_OG	combined_score
ABCF2	ABCC5	13967	14316	0.577
ABCF2	RPS13	13967	12120	0.580
ABCF2	RPL4	13967	12787	0.597
ABCF2	RPL9	13967	12796	0.620
ABCF2	RPS18	13967	12893	0.801
ABCF2	ABCE1	13967	13967	0.921
ABCF2-2	RPL8	13967	13621	0.516
ABCF2-2	RPL18	13967	12587	0.451
ABCF2-2	RPL7	13967	13095	0.494
ABCF2-2	RPS14	13967	12688	0.511
ABCF2-2	RPL12	13967	13480	0.515
ABCF2-2	RPL27A	13967	12691	0.517
ABCF2-2	RPL17	13967	13096	0.532
ABCF2-2	RPL17-C18orf32	13967	13096	0.532
ABCF2-2	RPS20	13967	12097	0.551
ABCF2-2	RPS13	13967	12120	0.554
ABCF2-2	MRPS15	13967	10698	0.561
ABCF2-2	ABCC5	13967	14316	0.583
ABCF2-2	RPL4	13967	12787	0.587
ABCF2-2	RPL9	13967	12796	0.608
ABCF2-2	RPS18	13967	12893	0.788
ABCF2-2	ABCE1	13967	13967	0.909
ACAA2	ACOT8	14122	11264	0.457
ACAA2	ACADL	14122	14277	0.979
ACAA2	ALDH2	14122	14244	0.613
ACAA2	SCARB2	14122	13889	0.618
ACAA2	ALDH1A1	14122	14244	0.431
ACAA2	ALDH1B1	14122	14244	0.506
ACADL	AKT2	14277	14328	0.444
ACADL	ALDH2	14277	14244	0.522
ACADL	SCARB2	14277	13889	0.602
ACADL	ACAA2	14277	14122	0.979
ACOT8	ACAA2	11264	14122	0.457
ADAMTS12	SCARB2	14317	13889	0.694
ADAMTS12	ADAMTS7	14317	14317	0.623
ADAMTS7	MMP24	14317	14205	0.428
ADAMTS7	SORT1	14317	13718	0.446
ADAMTS7	SCARB2	14317	13889	0.412
ADAMTS7	ADAMTS12	14317	14317	0.623
ADH4	ALDH1A2	14274	14244	0.810
ADH4	ALDH2	14274	14244	0.979
ADH4	ALDH1A1	14274	14244	0.949
ADH4	ALDH1A3	14274	14244	0.816
ADH4	ALDH1B1	14274	14244	0.872
ADK	AHCY	13909	13658	0.769
ADK	RPL8	13909	13621	0.802
ADK	MAT2A	13909	13356	0.492
ADK	MAT1A	13909	13356	0.585
AHCY	RPL21	13658	12945	0.407
AHCY	RPL27A	13658	12691	0.421
AHCY	RPS18	13658	12893	0.426
AHCY	RPS13	13658	12120	0.439
AHCY	RPL8	13658	13621	0.439
AHCY	EEF1A1	13658	14203	0.457
AHCY	RPS20	13658	12097	0.464
AHCY	RPL4	13658	12787	0.483
AHCY	RPL12	13658	13480	0.519
AHCY	RACK1	13658	14102	0.576
AHCY	ADK	13658	13909	0.769
AHCY	MAT2A	13658	13356	0.848
AHCY	MAT1A	13658	13356	0.875
AHCY	C1orf50	13658	11312	0.894
AKT1	TRIB2	14328	14328	0.615
AKT1	TIGAR	14328	10095	0.443
AKT1	ARHGDIG	14328	12869	0.614
AKT1	PFN1	14328	13571	0.519
AKT1	CCND1	14328	14197	0.923
AKT1	ARHGDIB	14328	12869	0.791
AKT1	ODC1	14328	13817	0.432
AKT1	CTSD	14328	14043	0.482
AKT1	PFN2	14328	13571	0.517
AKT1	LRP1	14328	14027	0.437
AKT1	RAP1B	14328	14321	0.467
AKT1	PXDN	14328	14237	0.876
AKT1	JAG1	14328	11452	0.613
AKT1	ITGAV	14328	14101	0.472
AKT1	CCND2	14328	14197	0.681
AKT1	UBE2S	14328	14294	0.582
AKT1	SCARB2	14328	13889	0.588
AKT1	RHOB	14328	14315	0.631
AKT1	PDCD4	14328	12212	0.613
AKT1	RHOC	14328	14315	0.634
AKT1	WNT4	14328	14215	0.602
AKT1	ITGA5	14328	14101	0.530
AKT1	ALDH1A1	14328	14244	0.575
AKT1	DDIT4	14328	10583	0.732
AKT1	TRIB1	14328	14328	0.471
AKT1	CALML3	14328	14323	0.719
AKT1	RAP2B	14328	14321	0.562
AKT1	PSEN1	14328	12923	0.521
AKT1	FLNC	14328	13930	0.656
AKT1	JAG2	14328	11452	0.491
AKT1	TBK1	14328	14326	0.873
AKT1	PLS1	14328	13580	0.414
AKT1	LIMS1	14328	14229	0.597
AKT1	EEF1A1	14328	14203	0.592
AKT1	CTSB	14328	14266	0.500
AKT1	GPX7	14328	13972	0.644
AKT1	CDC42BPA	14328	12858	0.418
AKT1	RAP1A	14328	14321	0.660
AKT1	FLNA	14328	13930	0.840
AKT1	YWHAB	14328	14036	0.693
AKT1	CCND3	14328	14197	0.761
AKT1	HSPG2	14328	9662	0.401
AKT1	CTTN	14328	8456	0.898
AKT1	KLF5	14328	10579	0.416
AKT1	PRKCZ	14328	14328	0.974
AKT1	SMAD9	14328	14082	0.407
AKT1	YWHAQ	14328	14036	0.628
AKT1	C1QTNF3	14328	14228	0.498
AKT1	AKT2	14328	14328	0.991
AKT1	YWHAZ	14328	14036	0.851
AKT1	CSNK1E	14328	14325	0.463
AKT1	BCAR1	14328	12813	0.828
AKT1	CRYZ	14328	14274	0.407
AKT1	RHOA	14328	14315	0.904
AKT1	STMN1	14328	12496	0.502
AKT1	TRIB3	14328	14328	0.998
AKT1	FLNB	14328	13930	0.656
AKT1	RACK1	14328	14102	0.750
AKT1	DDR1	14328	14326	0.507
AKT1	SMAD5	14328	14082	0.494
AKT1	PTK6	14328	14326	0.927
AKT1	TCF7L2	14328	12806	0.425
AKT1	WDR18	14328	10711	0.455
AKT1	NCAM1	14328	14271	0.460
AKT1	AKT3	14328	14328	0.958
AKT1	ARHGDIA	14328	12869	0.984
AKT2	CCND1	14328	14197	0.717
AKT2	ACADL	14328	14277	0.444
AKT2	PXDN	14328	14237	0.464
AKT2	CALML3	14328	14323	0.712
AKT2	PRKCZ	14328	14328	0.929
AKT2	RHOA	14328	14315	0.409
AKT2	TRIB3	14328	14328	0.965
AKT2	AKT3	14328	14328	0.965
AKT2	AKT1	14328	14328	0.991
AKT3	CCND1	14328	14197	0.557
AKT3	CCND2	14328	14197	0.479
AKT3	PRKCZ	14328	14328	0.959
AKT3	AKT2	14328	14328	0.965
AKT3	NAV3	14328	12706	0.416
AKT3	TRIB3	14328	14328	0.910
AKT3	AKT1	14328	14328	0.958
ALDH1A1	CCND1	14244	14197	0.471
ALDH1A1	ALDH1A2	14244	14244	0.915
ALDH1A1	PXDN	14244	14237	0.529
ALDH1A1	JAG1	14244	11452	0.443
ALDH1A1	ACAA2	14244	14122	0.431
ALDH1A1	AKT1	14244	14328	0.575
ALDH1A1	ALDH1A3	14244	14244	0.903
ALDH1A1	ADH4	14244	14274	0.949
ALDH1A2	PBX1	14244	13429	0.519
ALDH1A2	ALDH2	14244	14244	0.598
ALDH1A2	ADH4	14244	14274	0.810
ALDH1A2	ALDH1A3	14244	14244	0.903
ALDH1A2	ALDH1A1	14244	14244	0.915
ALDH1A3	ALDH1A2	14244	14244	0.903
ALDH1A3	ALDH1A1	14244	14244	0.903
ALDH1A3	ADH4	14244	14274	0.816
ALDH1B1	ALDH2	14244	14244	0.945
ALDH1B1	ACAA2	14244	14122	0.506
ALDH1B1	ADH4	14244	14274	0.872
ALDH2	ACADL	14244	14277	0.522
ALDH2	ALDH1A2	14244	14244	0.598
ALDH2	YWHAZ	14244	14036	0.485
ALDH2	ACAA2	14244	14122	0.613
ALDH2	ALDH1B1	14244	14244	0.945
ALDH2	ADH4	14244	14274	0.979
ALS2	PFN1	10897	13571	0.580
ALS2	KPNA3	10897	13991	0.498
ALS2	YWHAB	10897	14036	0.440
ALS2	KPNA4	10897	13991	0.498
ALS2	TBK1	10897	14326	0.518
ALS2	ALS2CL	10897	10897	0.638
ALS2CL	ALS2	10897	10897	0.638
ANKHD1	ANKRD17	10284	10284	0.812
ANKRD17	G3BP1	10284	12613	0.485
ANKRD17	ANKHD1	10284	10284	0.812
ARHGAP36	RHOB	9420	14315	0.400
ARHGAP36	RHOC	9420	14315	0.400
ARHGAP36	RHOA	9420	14315	0.409
ARHGAP6	RHOA	9420	14315	0.797
ARHGDIA	ARHGDIG	12869	12869	0.911
ARHGDIA	PFN1	12869	13571	0.579
ARHGDIA	ARHGDIB	12869	12869	0.907
ARHGDIA	SORT1	12869	13718	0.488
ARHGDIA	RHOB	12869	14315	0.901
ARHGDIA	RHOC	12869	14315	0.987
ARHGDIA	RAP2B	12869	14321	0.546
ARHGDIA	METAP2	12869	13654	0.425
ARHGDIA	RAP1A	12869	14321	0.558
ARHGDIA	FLNA	12869	13930	0.544
ARHGDIA	YWHAB	12869	14036	0.626
ARHGDIA	RHOA	12869	14315	0.999
ARHGDIA	DGKZ	12869	14096	0.737
ARHGDIA	AKT1	12869	14328	0.984
ARHGDIB	ARHGDIG	12869	12869	0.906
ARHGDIB	PFN1	12869	13571	0.415
ARHGDIB	LCP1	12869	13580	0.630
ARHGDIB	RHOB	12869	14315	0.663
ARHGDIB	AKT1	12869	14328	0.791
ARHGDIB	RHOC	12869	14315	0.828
ARHGDIB	ARHGDIA	12869	12869	0.907
ARHGDIB	RHOA	12869	14315	0.995
ARHGDIG	RAP2B	12869	14321	0.404
ARHGDIG	AKT1	12869	14328	0.614
ARHGDIG	RHOC	12869	14315	0.881
ARHGDIG	ARHGDIB	12869	12869	0.906
ARHGDIG	ARHGDIA	12869	12869	0.911
ARHGDIG	RHOB	12869	14315	0.953
ARHGDIG	RHOA	12869	14315	0.997
ARHGEF9	RAP1B	13798	14321	0.457
ARHGEF9	RHOB	13798	14315	0.551
ARHGEF9	RHOC	13798	14315	0.533
ARHGEF9	RHOA	13798	14315	0.751
ARIH2	UBE2L3	13985	14294	0.963
ARPC2	PFN1	11887	13571	0.632
ARPC2	PFN2	11887	13571	0.503
ARPC2	RAP1B	11887	14321	0.416
ARPC2	RHOA	11887	14315	0.420
ARPC2	YWHAB	11887	14036	0.441
ARPC2	SPECC1L	11887	12198	0.475
ARPC2	PFN3	11887	13571	0.495
ARPC2	EFHD2	11887	14323	0.599
ARPC2	CTTN	11887	8456	0.787
ARSB	ARSJ	14264	14264	0.426
ARSB	ARSI	14264	14264	0.432
ARSI	SPG21	14264	10939	0.478
ARSI	ARSB	14264	14264	0.432
ARSI	ARSJ	14264	14264	0.457
ARSJ	ARSB	14264	14264	0.426
ARSJ	ARSI	14264	14264	0.457
AUTS2	FBRS	11981	11981	0.593
AZIN1	CCND1	13817	14197	0.517
AZIN1	ODC1	13817	13817	0.578
AZIN1	YWHAZ	13817	14036	0.447
AZIN1	FLNB	13817	13930	0.450
AZIN1	FLNA	13817	13930	0.458
AZIN1	OAZ2	13817	12609	0.992
AZIN2	MAT1A	13817	13356	0.429
AZIN2	OAZ2	13817	12609	0.960
BCAR1	RAP1B	12813	14321	0.616
BCAR1	BCAR3	12813	12181	0.994
BCAR1	ITGAV	12813	14101	0.817
BCAR1	ITGA5	12813	14101	0.750
BCAR1	FLNC	12813	13930	0.619
BCAR1	LIMS1	12813	14229	0.495
BCAR1	RAP1A	12813	14321	0.609
BCAR1	FLNA	12813	13930	0.710
BCAR1	CTTN	12813	8456	0.796
BCAR1	ITGA8	12813	14101	0.658
BCAR1	YWHAZ	12813	14036	0.516
BCAR1	FRK	12813	14326	0.404
BCAR1	PTP4A2	12813	13219	0.470
BCAR1	FLNB	12813	13930	0.633
BCAR1	PTP4A3	12813	13219	0.715
BCAR1	RHOA	12813	14315	0.764
BCAR1	AKT1	12813	14328	0.828
BCAR1	PTK6	12813	14326	0.943
BCAR3	BCAR1	12181	12813	0.994
BCL7A	BCL7C	10736	10736	0.990
BCL7A	BRD7	10736	10738	0.866
BCL7A	BCL7B	10736	10736	0.964
BCL7B	BCL7C	10736	10736	0.991
BCL7B	BRD7	10736	10738	0.486
BCL7B	BCL7A	10736	10736	0.964
BCL7C	BRD7	10736	10738	0.926
BCL7C	BCL7A	10736	10736	0.990
BCL7C	BCL7B	10736	10736	0.991
BICC1	PRSS56	9729	14322	0.431
BICD1	DYNC1LI2	12845	12943	0.738
BICD1	DYNC1LI1	12845	12943	0.787
BICD1	HOOK3	12845	12363	0.709
BICD1	BICD2	12845	12845	0.846
BICD1	DCTN2	12845	11802	0.878
BICD2	DYNC1LI2	12845	12943	0.787
BICD2	CPSF6	12845	11832	0.420
BICD2	DYNC1LI1	12845	12943	0.999
BICD2	HOOK3	12845	12363	0.884
BICD2	BICD1	12845	12845	0.846
BICD2	DCTN2	12845	11802	0.999
BRD7	CPSF6	10738	11832	0.407
BRD7	BCL7C	10738	10736	0.926
BRD7	SPOP	10738	13210	0.483
BRD7	BCL7B	10738	10736	0.486
BRD7	BCL7A	10738	10736	0.866
BTBD1	RBX1	14311	13590	0.683
BTBD1	BTBD2	14311	14311	0.743
BTBD1	UBA3	14311	12158	0.608
BTBD2	RBX1	14311	13590	0.555
BTBD2	BTBD1	14311	14311	0.743
C1QTNF3	SCARB2	14228	13889	0.467
C1QTNF3	PLOD2	14228	12987	0.469
C1QTNF3	AKT1	14228	14328	0.498
C1S	PPP4R1	14322	11511	0.784
C1S	MASP2	14322	14322	0.703
C1orf50	AHCY	11312	13658	0.894
CACNB2	GNAI2	13358	14216	0.522
CACNB2	JUP	13358	13213	0.410
CACNB2	NCAM1	13358	14271	0.539
CACNB2	GNAI1	13358	14216	0.629
CALML3	EEF1A2	14323	14203	0.659
CALML3	PFN1	14323	13571	0.750
CALML3	PXDN	14323	14237	0.560
CALML3	CCND2	14323	14197	0.507
CALML3	UBE2S	14323	14294	0.512
CALML3	TRIB3	14323	14328	0.408
CALML3	GPX7	14323	13972	0.423
CALML3	RAP2B	14323	14321	0.434
CALML3	SESTD1	14323	8883	0.454
CALML3	CTTN	14323	8456	0.475
CALML3	CCND3	14323	14197	0.526
CALML3	LCP1	14323	13580	0.533
CALML3	STMN1	14323	12496	0.568
CALML3	RACK1	14323	14102	0.591
CALML3	CNN2	14323	14011	0.592
CALML3	FLNB	14323	13930	0.600
CALML3	CAPN6	14323	14225	0.606
CALML3	FLNC	14323	13930	0.612
CALML3	PFN3	14323	13571	0.627
CALML3	EEF1A1	14323	14203	0.677
CALML3	AKT2	14323	14328	0.712
CALML3	AKT1	14323	14328	0.719
CALML3	FLNA	14323	13930	0.725
CALML3	RHOA	14323	14315	0.787
CALML3	YWHAZ	14323	14036	0.811
CAPN6	CALML3	14225	14323	0.606
CAPN6	NAV2	14225	12706	0.535
CAPRIN1	CCND2	11177	14197	0.516
CAPRIN1	CPSF6	11177	11832	0.484
CAPRIN1	ABCE1	11177	13967	0.440
CAPRIN1	RPL7	11177	13095	0.484
CAPRIN1	H7C0V5_HUMAN	11177	10284	0.422
CAPRIN1	RACK1	11177	14102	0.479
CAPRIN1	DDX3X	11177	14303	0.731
CAPRIN1	CSDE1	11177	11219	0.756
CAPRIN1	SPOP	11177	13210	0.809
CAPRIN1	G3BP2	11177	12613	0.993
CAPRIN1	G3BP1	11177	12613	0.999
CARS1	EEF1A2	13445	14203	0.732
CARS1	RPL8	13445	13621	0.440
CARS1	EEF1A1	13445	14203	0.861
CARS1	TRIB3	13445	14328	0.429
CASS4	PSEN1	12813	12923	0.439
CASS4	PSEN2	12813	12923	0.464
CCND1	RBX1	14197	13590	0.504
CCND1	PSMF1	14197	11003	0.400
CCND1	PSMC6	14197	14298	0.401
CCND1	RHOC	14197	14315	0.410
CCND1	PSMD13	14197	11424	0.417
CCND1	PSMD1	14197	11621	0.421
CCND1	PSMB2	14197	14254	0.424
CCND1	RPL21	14197	12945	0.424
CCND1	PSMD4	14197	12433	0.435
CCND1	RPS14	14197	12688	0.441
CCND1	ODC1	14197	13817	0.447
CCND1	KLF5	14197	10579	0.449
CCND1	PDCD4	14197	12212	0.453
CCND1	JAG2	14197	11452	0.454
CCND1	ALDH1A1	14197	14244	0.471
CCND1	NCAM1	14197	14271	0.475
CCND1	CSNK1E	14197	14325	0.484
CCND1	PSMB5	14197	14254	0.497
CCND1	YWHAZ	14197	14036	0.507
CCND1	AZIN1	14197	13817	0.517
CCND1	AKT3	14197	14328	0.557
CCND1	ITGA5	14197	14101	0.580
CCND1	FLNA	14197	13930	0.581
CCND1	RHOA	14197	14315	0.589
CCND1	PSMA6	14197	14254	0.589
CCND1	WNT4	14197	14215	0.638
CCND1	PTK6	14197	14326	0.675
CCND1	CTTN	14197	8456	0.684
CCND1	AKT2	14197	14328	0.717
CCND1	JAG1	14197	11452	0.742
CCND1	PXDN	14197	14237	0.778
CCND1	TCF7L2	14197	12806	0.820
CCND1	AKT1	14197	14328	0.923
CCND1	CCND3	14197	14197	0.939
CCND1	CCND2	14197	14197	0.942
CCND2	RBX1	14197	13590	0.407
CCND2	CCND1	14197	14197	0.942
CCND2	PXDN	14197	14237	0.443
CCND2	PTK6	14197	14326	0.474
CCND2	AKT3	14197	14328	0.479
CCND2	CALML3	14197	14323	0.507
CCND2	CAPRIN1	14197	11177	0.516
CCND2	AKT1	14197	14328	0.681
CCND2	CCND3	14197	14197	0.937
CCND3	RBX1	14197	13590	0.426
CCND3	CCND1	14197	14197	0.939
CCND3	PXDN	14197	14237	0.419
CCND3	CCND2	14197	14197	0.937
CCND3	CALML3	14197	14323	0.526
CCND3	PTK6	14197	14326	0.464
CCND3	AKT1	14197	14328	0.761
CDC42BPA	JAG1	12858	11452	0.403
CDC42BPA	RHOB	12858	14315	0.552
CDC42BPA	RHOC	12858	14315	0.579
CDC42BPA	CDC42BPB	12858	12858	0.719
CDC42BPA	AKT1	12858	14328	0.418
CDC42BPA	JUP	12858	13213	0.449
CDC42BPA	RHOA	12858	14315	0.821
CDC42BPB	RHOB	12858	14315	0.515
CDC42BPB	RHOC	12858	14315	0.467
CDC42BPB	JUP	12858	13213	0.511
CDC42BPB	RHOA	12858	14315	0.561
CDC42BPB	CDC42BPA	12858	12858	0.719
CDC42BPG	FRK	12858	14326	0.407
CHRDL2	FSTL4	9751	12004	0.414
CHRDL2	FSTL5	9751	12004	0.454
CHSY1	CHSY3	13686	13686	0.979
CHSY3	CHSY1	13686	13686	0.979
CNN2	CALML3	14011	14323	0.592
CNN2	FLNC	14011	13930	0.457
CNN2	PLS1	14011	13580	0.400
CNN2	TES	14011	14229	0.438
CNN2	FLNA	14011	13930	0.560
CNN2	LCP1	14011	13580	0.401
CNN2	FLNB	14011	13930	0.401
CPSF6	BRD7	11832	10738	0.407
CPSF6	BICD2	11832	12845	0.420
CPSF6	G3BP1	11832	12613	0.473
CPSF6	CAPRIN1	11832	11177	0.484
CRYZ	RBX1	14274	13590	0.418
CRYZ	GPX7	14274	13972	0.670
CRYZ	AKT1	14274	14328	0.407
CSDE1	CAPRIN1	11219	11177	0.756
CSDE1	G3BP2	11219	12613	0.678
CSDE1	NAV1	11219	12706	0.483
CSDE1	G3BP1	11219	12613	0.858
CSDE1	YWHAZ	11219	14036	0.530
CSDE1	RACK1	11219	14102	0.515
CSDE1	DDX3X	11219	14303	0.627
CSNK1D	RPS12	14325	13839	0.815
CSNK1D	PRKAR2B	14325	13940	0.402
CSNK1D	RPS3A	14325	12881	0.817
CSNK1D	YWHAB	14325	14036	0.912
CSNK1D	CTTN	14325	8456	0.496
CSNK1D	YWHAQ	14325	14036	0.912
CSNK1D	YWHAZ	14325	14036	0.937
CSNK1D	CSNK1E	14325	14325	0.989
CSNK1D	RPS13	14325	12120	0.813
CSNK1D	RPS18	14325	12893	0.813
CSNK1D	RPS7	14325	12479	0.813
CSNK1D	RPS14	14325	12688	0.828
CSNK1D	RPS20	14325	12097	0.835
CSNK1E	CCND1	14325	14197	0.484
CSNK1E	RPS12	14325	13839	0.813
CSNK1E	ITGA5	14325	14101	0.419
CSNK1E	RPS3A	14325	12881	0.815
CSNK1E	YWHAB	14325	14036	0.908
CSNK1E	YWHAQ	14325	14036	0.908
CSNK1E	YWHAZ	14325	14036	0.909
CSNK1E	AKT1	14325	14328	0.463
CSNK1E	RPS14	14325	12688	0.810
CSNK1E	RPS7	14325	12479	0.812
CSNK1E	RPS13	14325	12120	0.812
CSNK1E	RPS18	14325	12893	0.817
CSNK1E	RPS20	14325	12097	0.831
CSNK1E	TPTEP2-CSNK1E	14325	14325	0.900
CSNK1E	DDX3X	14325	14303	0.945
CSNK1E	CSNK1D	14325	14325	0.989
CTSB	CTSD	14266	14043	0.977
CTSB	LRP1	14266	14027	0.569
CTSB	PXDN	14266	14237	0.519
CTSB	SCARB2	14266	13889	0.445
CTSB	PSEN1	14266	12923	0.472
CTSB	AKT1	14266	14328	0.500
CTSB	RHOA	14266	14315	0.564
CTSD	SCARB2	14043	13889	0.454
CTSD	AKT1	14043	14328	0.482
CTSD	PSEN1	14043	12923	0.499
CTSD	PXDN	14043	14237	0.503
CTSD	YWHAZ	14043	14036	0.529
CTSD	SORT1	14043	13718	0.801
CTSD	CTSB	14043	14266	0.977
CTTN	PFN1	8456	13571	0.723
CTTN	CCND1	8456	14197	0.684
CTTN	PXDN	8456	14237	0.435
CTTN	RHOC	8456	14315	0.443
CTTN	ARPC2	8456	11887	0.787
CTTN	CALML3	8456	14323	0.475
CTTN	FLNC	8456	13930	0.537
CTTN	SEPTIN6	8456	14109	0.508
CTTN	PFN3	8456	13571	0.726
CTTN	FLNA	8456	13930	0.667
CTTN	PTK6	8456	14326	0.413
CTTN	LCP1	8456	13580	0.455
CTTN	YWHAQ	8456	14036	0.492
CTTN	CSNK1D	8456	14325	0.496
CTTN	FLNB	8456	13930	0.616
CTTN	BCAR1	8456	12813	0.796
CTTN	RHOA	8456	14315	0.839
CTTN	AKT1	8456	14328	0.898
DAG1	FLNA	9778	13930	0.641
DAG1	HSPG2	9778	9662	0.999
DAG1	FLNB	9778	13930	0.415
DCTN2	DYNC1LI2	11802	12943	0.976
DCTN2	DYNC1LI1	11802	12943	0.911
DCTN2	BICD2	11802	12845	0.999
DCTN2	PSMD4	11802	12433	0.420
DCTN2	BICD1	11802	12845	0.878
DDI2	RTF2	11032	11963	0.553
DDI2	PSMB5	11032	14254	0.437
DDI2	PSMD4	11032	12433	0.673
DDI2	POMP	11032	10971	0.410
DDIT4	YWHAQ	10583	14036	0.537
DDIT4	TRIB3	10583	14328	0.546
DDIT4	AKT1	10583	14328	0.732
DDIT4	YWHAZ	10583	14036	0.777
DDIT4	YWHAB	10583	14036	0.780
DDR1	DDR2	14326	14326	0.647
DDR1	AKT1	14326	14328	0.507
DDR2	ITGA5	14326	14101	0.477
DDR2	NAV3	14326	12706	0.421
DDR2	DDR1	14326	14326	0.647
DDX3X	DDX56	14303	14303	0.528
DDX3X	RPL15	14303	12792	0.628
DDX3X	RPL4	14303	12787	0.457
DDX3X	TBK1	14303	14326	0.999
DDX3X	EEF1A1	14303	14203	0.595
DDX3X	CAPRIN1	14303	11177	0.731
DDX3X	G3BP2	14303	12613	0.628
DDX3X	DDX3Y	14303	14303	0.528
DDX3X	RPL12	14303	13480	0.419
DDX3X	FLNA	14303	13930	0.447
DDX3X	G3BP1	14303	12613	0.912
DDX3X	CSNK1E	14303	14325	0.945
DDX3X	TPTEP2-CSNK1E	14303	14325	0.496
DDX3X	RACK1	14303	14102	0.486
DDX3X	RPS20	14303	12097	0.507
DDX3X	RAN	14303	14315	0.401
DDX3X	IKBKE	14303	14326	0.996
DDX3X	TPT1	14303	12477	0.405
DDX3X	CSDE1	14303	11219	0.627
DDX3Y	DDX3X	14303	14303	0.528
DDX56	ABCF2	14303	13967	0.550
DDX56	RPL8	14303	13621	0.448
DDX56	RPL18	14303	12587	0.507
DDX56	RPL4	14303	12787	0.509
DDX56	DDX3X	14303	14303	0.528
DDX56	RPL12	14303	13480	0.543
DDX56	UTP11	14303	11094	0.561
DDX56	RPL7	14303	13095	0.710
DDX56	NIFK	14303	14319	0.861
DDX56	WDR18	14303	10711	0.869
DGKI	RAP1A	14096	14321	0.532
DGKZ	PRKCI	14096	14328	0.460
DGKZ	PRKCZ	14096	14328	0.485
DGKZ	RHOA	14096	14315	0.478
DGKZ	ARHGDIA	14096	12869	0.737
DPP9	FLNA	13864	13930	0.411
DYNC1LI1	DYNC1LI2	12943	12943	0.995
DYNC1LI1	PSMC6	12943	14298	0.450
DYNC1LI1	BICD1	12943	12845	0.787
DYNC1LI1	DCTN2	12943	11802	0.911
DYNC1LI1	HOOK3	12943	12363	0.986
DYNC1LI1	BICD2	12943	12845	0.999
DYNC1LI2	VPS4A	12943	14298	0.827
DYNC1LI2	HOOK3	12943	12363	0.519
DYNC1LI2	BICD1	12943	12845	0.738
DYNC1LI2	BICD2	12943	12845	0.787
DYNC1LI2	DCTN2	12943	11802	0.976
DYNC1LI2	DYNC1LI1	12943	12943	0.995
EEF1A1	RBX1	14203	13590	0.454
EEF1A1	EEF1A2	14203	14203	0.994
EEF1A1	AHCY	14203	13658	0.457
EEF1A1	PFN1	14203	13571	0.747
EEF1A1	RPS12	14203	13839	0.978
EEF1A1	RAP1B	14203	14321	0.510
EEF1A1	PXDN	14203	14237	0.427
EEF1A1	PSMA6	14203	14254	0.610
EEF1A1	RPL8	14203	13621	0.986
EEF1A1	ABCE1	14203	13967	0.549
EEF1A1	RPL15	14203	12792	0.990
EEF1A1	PSMD1	14203	11621	0.748
EEF1A1	RPL4	14203	12787	0.997
EEF1A1	CALML3	14203	14323	0.677
EEF1A1	FLNC	14203	13930	0.494
EEF1A1	SLC25A6	14203	14307	0.413
EEF1A1	SLC25A5	14203	14307	0.434
EEF1A1	GPX7	14203	13972	0.440
EEF1A1	PSMB2	14203	14254	0.457
EEF1A1	YWHAB	14203	14036	0.467
EEF1A1	YWHAQ	14203	14036	0.476
EEF1A1	PSMC6	14203	14298	0.502
EEF1A1	YWHAZ	14203	14036	0.591
EEF1A1	AKT1	14203	14328	0.592
EEF1A1	DDX3X	14203	14303	0.595
